order_id,order_date,shipment_date,shipment_mode,city,order_year,order_month,order_day
CA-2017-163804,2017-12-02,2017-12-08,Standard Class,Providence,2017,12,2
CA-2017-163937,2017-01-10,2017-01-13,Second Class,Longview,2017,1,10
CA-2017-163951,2017-12-30,2018-01-02,First Class,Philadelphia,2017,12,30
CA-2017-163972,2017-10-17,2017-10-21,Standard Class,Fresno,2017,10,17
CA-2017-163986,2017-09-03,2017-09-10,Standard Class,Waukesha,2017,9,3
CA-2017-164035,2017-06-12,2017-06-17,Standard Class,Chicago,2017,6,12
CA-2017-164091,2017-09-17,2017-09-22,Standard Class,Bangor,2017,9,17
CA-2017-164154,2017-09-11,2017-09-17,Standard Class,Toledo,2017,9,11
CA-2017-164350,2017-09-10,2017-09-12,Second Class,Bristol,2017,9,10
CA-2017-164399,2017-11-12,2017-11-15,First Class,San Diego,2017,11,12
CA-2017-164483,2017-01-30,2017-02-03,Standard Class,San Francisco,2017,1,30
CA-2017-164490,2017-09-05,2017-09-10,Second Class,Chicago,2017,9,5
CA-2017-164511,2017-11-19,2017-11-24,Standard Class,New York City,2017,11,19
CA-2017-164574,2017-07-29,2017-08-03,Standard Class,Charlotte,2017,7,29
CA-2017-164637,2017-03-04,2017-03-08,Standard Class,Mishawaka,2017,3,4
CA-2017-164672,2017-05-08,2017-05-13,Second Class,Dover,2017,5,8
CA-2017-164735,2017-04-14,2017-04-19,Second Class,Alexandria,2017,4,14
CA-2017-164770,2017-12-02,2017-12-04,Second Class,Houston,2017,12,2
CA-2017-164784,2017-05-01,2017-05-04,First Class,Memphis,2017,5,1
CA-2017-164896,2017-11-07,2017-11-12,Standard Class,Oceanside,2017,11,7
CA-2017-164924,2017-07-10,2017-07-10,Same Day,Philadelphia,2017,7,10
CA-2017-164938,2017-02-11,2017-02-13,First Class,Tulsa,2017,2,11
CA-2017-165015,2017-02-25,2017-02-27,Second Class,Newark,2017,2,25
CA-2017-165148,2017-10-22,2017-10-24,First Class,Detroit,2017,10,22
CA-2017-165169,2017-06-05,2017-06-11,Standard Class,Newark,2017,6,5
CA-2017-165218,2017-03-05,2017-03-11,Standard Class,Dallas,2017,3,5
CA-2017-165316,2017-07-23,2017-07-27,Standard Class,Tampa,2017,7,23
CA-2017-165330,2017-12-11,2017-12-11,Same Day,Anaheim,2017,12,11
CA-2017-165470,2017-11-25,2017-11-30,Standard Class,Jacksonville,2017,11,25
CA-2017-165484,2017-10-23,2017-10-29,Standard Class,Chicago,2017,10,23
CA-2017-165561,2017-11-24,2017-11-28,Standard Class,Bellevue,2017,11,24
CA-2017-165673,2017-05-15,2017-05-19,Second Class,Springfield,2017,5,15
CA-2017-165820,2017-09-26,2017-09-30,Standard Class,San Francisco,2017,9,26
CA-2017-165827,2017-11-04,2017-11-09,Standard Class,Miami,2017,11,4
CA-2017-165848,2017-06-04,2017-06-04,Same Day,New York City,2017,6,4
CA-2017-165918,2017-09-10,2017-09-14,Standard Class,Edmonds,2017,9,10
CA-2017-165995,2017-08-30,2017-09-06,Standard Class,Los Angeles,2017,8,30
CA-2017-166163,2017-08-15,2017-08-20,Second Class,Oakland,2017,8,15
CA-2017-166226,2017-11-18,2017-11-22,Standard Class,Los Angeles,2017,11,18
CA-2017-166240,2017-06-24,2017-06-28,Standard Class,Houston,2017,6,24
CA-2017-166275,2017-10-24,2017-10-24,Same Day,San Francisco,2017,10,24
CA-2017-166282,2017-04-16,2017-04-22,Standard Class,Nashville,2017,4,16
CA-2017-166373,2017-10-21,2017-10-25,Standard Class,San Antonio,2017,10,21
CA-2017-166380,2017-05-30,2017-06-03,Standard Class,Arlington,2017,5,30
CA-2017-166429,2017-09-02,2017-09-08,Standard Class,Des Moines,2017,9,2
CA-2017-166443,2017-11-04,2017-11-05,First Class,San Francisco,2017,11,4
CA-2017-166485,2017-02-20,2017-02-27,Standard Class,Nashville,2017,2,20
CA-2017-166618,2017-11-14,2017-11-18,Standard Class,New York City,2017,11,14
CA-2017-166625,2017-04-14,2017-04-17,First Class,Baltimore,2017,4,14
CA-2017-166674,2017-04-01,2017-04-03,Second Class,Auburn,2017,4,1
CA-2017-166772,2017-09-20,2017-09-24,Standard Class,Seattle,2017,9,20
CA-2017-166912,2017-01-15,2017-01-17,First Class,New York City,2017,1,15
CA-2017-167115,2017-04-04,2017-04-09,Standard Class,New York City,2017,4,4
CA-2017-167241,2017-08-15,2017-08-22,Standard Class,Los Angeles,2017,8,15
CA-2017-167290,2017-10-30,2017-11-04,Standard Class,Sterling Heights,2017,10,30
CA-2017-167416,2017-05-12,2017-05-17,Standard Class,Seattle,2017,5,12
CA-2017-167507,2017-12-22,2017-12-28,Standard Class,Redmond,2017,12,22
CA-2017-167556,2017-03-29,2017-04-02,Standard Class,New York City,2017,3,29
CA-2017-167584,2017-08-12,2017-08-12,Same Day,Des Moines,2017,8,12
CA-2017-167605,2017-04-28,2017-04-30,Second Class,Saint Charles,2017,4,28
CA-2017-167682,2017-04-03,2017-04-09,Standard Class,Richmond,2017,4,3
CA-2017-167759,2017-03-03,2017-03-08,Second Class,Bloomington,2017,3,3
CA-2017-167983,2017-08-21,2017-08-24,Second Class,Seattle,2017,8,21
CA-2017-168032,2017-01-30,2017-02-03,Standard Class,Rockford,2017,1,30
CA-2017-168046,2017-01-25,2017-01-28,Second Class,New York City,2017,1,25
CA-2017-168081,2017-04-24,2017-04-27,Second Class,Houston,2017,4,24
CA-2017-168354,2017-09-19,2017-09-21,First Class,Providence,2017,9,19
CA-2017-168361,2017-06-21,2017-06-25,Standard Class,Chicago,2017,6,21
CA-2017-168536,2017-12-20,2017-12-24,Standard Class,Jackson,2017,12,20
CA-2017-168543,2017-07-03,2017-07-07,Standard Class,New York City,2017,7,3
CA-2017-168557,2017-09-19,2017-09-23,Standard Class,San Francisco,2017,9,19
CA-2017-168753,2017-05-29,2017-06-01,Second Class,Montgomery,2017,5,29
CA-2017-168774,2017-09-04,2017-09-09,Standard Class,Woodbury,2017,9,4
CA-2017-168830,2017-11-07,2017-11-13,Standard Class,San Francisco,2017,11,7
CA-2017-168844,2017-05-31,2017-06-06,Standard Class,New York City,2017,5,31
CA-2017-168893,2017-11-03,2017-11-08,Second Class,Henderson,2017,11,3
CA-2017-168921,2017-10-20,2017-10-22,First Class,Los Angeles,2017,10,20
CA-2017-168956,2017-02-16,2017-02-20,Standard Class,Chicago,2017,2,16
CA-2017-169026,2017-08-08,2017-08-13,Standard Class,Jackson,2017,8,8
CA-2017-169103,2017-03-08,2017-03-13,Standard Class,Miami,2017,3,8
CA-2017-169166,2017-05-09,2017-05-14,Standard Class,Seattle,2017,5,9
CA-2017-169194,2017-06-20,2017-06-25,Standard Class,Dover,2017,6,20
CA-2017-169215,2017-07-14,2017-07-18,Second Class,Auburn,2017,7,14
CA-2017-169334,2017-10-21,2017-10-24,Second Class,Jackson,2017,10,21
CA-2017-169663,2017-03-10,2017-03-13,First Class,Los Angeles,2017,3,10
CA-2017-169670,2017-12-25,2017-12-31,Standard Class,New York City,2017,12,25
CA-2017-169838,2017-11-25,2017-11-29,Standard Class,Jackson,2017,11,25
CA-2017-169887,2017-10-22,2017-10-22,Same Day,Seattle,2017,10,22
CA-2017-169922,2017-06-11,2017-06-17,Standard Class,Arlington,2017,6,11
CA-2017-169943,2017-05-19,2017-05-24,Standard Class,New York City,2017,5,19
CA-2017-169957,2017-09-26,2017-09-30,Standard Class,Covington,2017,9,26
CA-2017-169971,2017-09-04,2017-09-09,Standard Class,Houston,2017,9,4
CA-2018-100013,2018-11-06,2018-11-11,Standard Class,Los Angeles,2018,11,6
CA-2018-100055,2018-05-28,2018-06-01,Standard Class,Laurel,2018,5,28
CA-2018-100097,2018-11-26,2018-11-29,Second Class,New York City,2018,11,26
CA-2018-100111,2018-09-20,2018-09-26,Standard Class,New York City,2018,9,20
CA-2018-100160,2018-09-07,2018-09-11,Standard Class,Philadelphia,2018,9,7
CA-2018-100223,2018-07-05,2018-07-10,Standard Class,Dallas,2018,7,5
CA-2018-100230,2018-12-11,2018-12-15,Standard Class,New York City,2018,12,11
CA-2018-100237,2018-10-15,2018-10-19,Standard Class,Orem,2018,10,15
CA-2018-100314,2018-09-29,2018-10-05,Standard Class,Pasadena,2018,9,29
CA-2018-100335,2018-09-07,2018-09-13,Standard Class,Chicago,2018,9,7
CA-2018-100356,2018-10-21,2018-10-25,Standard Class,Chicago,2018,10,21
CA-2018-100384,2018-06-24,2018-07-01,Standard Class,Pomona,2018,6,24
CA-2018-100412,2018-12-22,2018-12-26,Standard Class,Tuscaloosa,2018,12,22
CA-2018-100426,2018-06-04,2018-06-08,Standard Class,Florence,2018,6,4
CA-2018-100433,2018-08-11,2018-08-16,Standard Class,New York City,2018,8,11
CA-2018-100524,2018-03-31,2018-04-02,Second Class,New York City,2018,3,31
CA-2018-100580,2018-08-13,2018-08-20,Standard Class,San Diego,2018,8,13
CA-2018-100601,2018-11-16,2018-11-20,Standard Class,Fresno,2018,11,16
CA-2018-100615,2018-04-20,2018-04-24,Standard Class,Chicago,2018,4,20
CA-2018-100622,2018-11-03,2018-11-07,Standard Class,Orlando,2018,11,3
CA-2018-100636,2018-06-26,2018-06-30,Standard Class,New York City,2018,6,26
CA-2018-100650,2018-06-29,2018-07-03,Second Class,Anaheim,2018,6,29
CA-2018-100748,2018-05-13,2018-05-20,Standard Class,San Francisco,2018,5,13
CA-2018-100783,2018-09-04,2018-09-08,Second Class,Garland,2018,9,4
CA-2018-100811,2018-11-21,2018-11-24,First Class,Philadelphia,2018,11,21
CA-2018-100825,2018-09-09,2018-09-14,Standard Class,Los Angeles,2018,9,9
CA-2018-100902,2018-11-17,2018-11-21,Standard Class,Charlotte,2018,11,17
CA-2018-100951,2018-06-09,2018-06-10,First Class,Dallas,2018,6,9
CA-2018-101014,2018-08-29,2018-09-04,Standard Class,Los Angeles,2018,8,29
CA-2018-101042,2018-11-19,2018-11-23,Standard Class,Henderson,2018,11,19
CA-2018-101049,2018-06-21,2018-06-25,Second Class,Cleveland,2018,6,21
CA-2018-101077,2018-03-25,2018-03-30,Second Class,Dallas,2018,3,25
CA-2018-101182,2018-09-04,2018-09-05,First Class,Apple Valley,2018,9,4
CA-2018-101210,2018-08-25,2018-08-28,Second Class,Jackson,2018,8,25
CA-2018-101245,2018-11-27,2018-12-03,Standard Class,San Francisco,2018,11,27
CA-2018-101273,2018-08-27,2018-08-30,Second Class,Port Saint Lucie,2018,8,27
CA-2018-101308,2018-10-02,2018-10-07,Standard Class,Seattle,2018,10,2
CA-2018-101322,2018-12-28,2018-12-31,First Class,Long Beach,2018,12,28
CA-2018-101434,2018-06-20,2018-06-27,Standard Class,Belleville,2018,6,20
CA-2018-101483,2018-07-29,2018-08-01,Second Class,Jacksonville,2018,7,29
CA-2018-101574,2018-09-28,2018-10-04,Standard Class,Los Angeles,2018,9,28
CA-2018-101581,2018-10-22,2018-10-27,Standard Class,Redmond,2018,10,22
CA-2018-101637,2018-03-24,2018-03-25,Same Day,Beaumont,2018,3,24
CA-2018-101665,2018-11-25,2018-12-01,Standard Class,San Francisco,2018,11,25
CA-2018-101700,2018-04-23,2018-04-26,First Class,Greeley,2018,4,23
CA-2018-101728,2018-08-19,2018-08-23,Standard Class,Chicago,2018,8,19
CA-2018-101749,2018-10-03,2018-10-08,Standard Class,Pasadena,2018,10,3
CA-2018-101798,2018-12-11,2018-12-15,Standard Class,New York City,2018,12,11
CA-2018-101805,2018-12-01,2018-12-06,Standard Class,Seattle,2018,12,1
CA-2018-101945,2018-11-24,2018-11-28,Standard Class,Houston,2018,11,24
CA-2018-101959,2018-02-28,2018-03-06,Standard Class,Middletown,2018,2,28
CA-2018-102099,2018-12-18,2018-12-19,First Class,Los Angeles,2018,12,18
CA-2018-102155,2018-07-13,2018-07-17,Standard Class,Overland Park,2018,7,13
CA-2018-102197,2018-12-20,2018-12-26,Standard Class,New York City,2018,12,20
CA-2018-102204,2018-05-01,2018-05-06,Standard Class,Jacksonville,2018,5,1
CA-2018-102218,2018-09-02,2018-09-04,Second Class,Fort Collins,2018,9,2
CA-2018-102267,2018-11-30,2018-12-04,Standard Class,Edinburg,2018,11,30
CA-2018-102309,2018-09-23,2018-09-25,Second Class,Pine Bluff,2018,9,23
CA-2018-102337,2018-06-13,2018-06-16,First Class,Chicago,2018,6,13
CA-2018-102379,2018-12-02,2018-12-06,Standard Class,Oakland,2018,12,2
CA-2018-102407,2018-12-09,2018-12-13,Second Class,Los Angeles,2018,12,9
CA-2018-102414,2018-05-15,2018-05-18,Second Class,Phoenix,2018,5,15
CA-2018-102519,2018-11-27,2018-11-29,First Class,Milwaukee,2018,11,27
CA-2018-102554,2018-06-11,2018-06-15,Standard Class,Auburn,2018,6,11
CA-2018-102610,2018-11-04,2018-11-08,Standard Class,Chattanooga,2018,11,4
CA-2018-102659,2018-12-09,2018-12-15,Standard Class,Grand Rapids,2018,12,9
CA-2018-102729,2018-10-26,2018-10-31,Standard Class,Dallas,2018,10,26
CA-2018-102736,2018-09-05,2018-09-09,Standard Class,Knoxville,2018,9,5
CA-2018-102750,2018-09-04,2018-09-08,Second Class,Los Angeles,2018,9,4
CA-2018-102771,2018-03-31,2018-04-05,Standard Class,New York City,2018,3,31
CA-2018-102820,2018-05-07,2018-05-11,Standard Class,Pasadena,2018,5,7
CA-2018-102834,2018-03-09,2018-03-13,Standard Class,San Francisco,2018,3,9
CA-2018-102925,2018-11-05,2018-11-10,Second Class,New York City,2018,11,5
CA-2018-102946,2018-06-30,2018-07-05,Standard Class,Las Vegas,2018,6,30
CA-2018-102967,2018-09-22,2018-09-26,Standard Class,Concord,2018,9,22
CA-2018-102974,2018-09-19,2018-09-24,Standard Class,Los Angeles,2018,9,19
CA-2018-103009,2018-11-03,2018-11-05,Second Class,Richmond,2018,11,3
CA-2018-103065,2018-10-20,2018-10-20,Same Day,Jacksonville,2018,10,20
CA-2018-103156,2018-11-23,2018-11-24,First Class,Philadelphia,2018,11,23
CA-2018-103212,2018-10-13,2018-10-14,First Class,Lafayette,2018,10,13
CA-2018-103352,2018-11-27,2018-11-30,Second Class,New York City,2018,11,27
CA-2018-103380,2018-11-21,2018-11-25,Standard Class,Pasadena,2018,11,21
CA-2018-103415,2018-12-03,2018-12-08,Standard Class,Houston,2018,12,3
CA-2018-103443,2018-12-17,2018-12-23,Standard Class,New York City,2018,12,17
CA-2018-103478,2018-07-21,2018-07-24,Second Class,Aurora,2018,7,21
CA-2018-103499,2018-11-20,2018-11-24,Standard Class,Jackson,2018,11,20
CA-2018-103506,2018-07-23,2018-07-27,Standard Class,Long Beach,2018,7,23
CA-2018-103520,2018-09-23,2018-09-25,First Class,Lubbock,2018,9,23
CA-2018-103611,2018-09-12,2018-09-15,First Class,Los Angeles,2018,9,12
CA-2018-103765,2018-11-24,2018-11-30,Standard Class,Odessa,2018,11,24
CA-2018-103877,2018-09-07,2018-09-14,Standard Class,Independence,2018,9,7
CA-2018-103968,2018-12-01,2018-12-07,Standard Class,Stockton,2018,12,1
CA-2018-104003,2018-10-07,2018-10-13,Standard Class,San Francisco,2018,10,7
CA-2018-104010,2018-04-23,2018-04-25,First Class,New York City,2018,4,23
CA-2018-104024,2018-08-29,2018-09-03,Second Class,Philadelphia,2018,8,29
CA-2018-104066,2018-12-05,2018-12-10,Standard Class,Burlington,2018,12,5
CA-2018-104080,2018-03-08,2018-03-15,Standard Class,Anaheim,2018,3,8
CA-2018-104108,2018-12-02,2018-12-09,Standard Class,Houston,2018,12,2
CA-2018-104136,2018-11-01,2018-11-04,Second Class,Everett,2018,11,1
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,Des Moines,2018,1,30
CA-2018-104318,2018-05-13,2018-05-18,Standard Class,Franklin,2018,5,13
CA-2018-104381,2018-12-16,2018-12-23,Standard Class,Rochester,2018,12,16
CA-2018-104388,2018-07-05,2018-07-07,First Class,Fremont,2018,7,5
CA-2018-104577,2018-05-12,2018-05-17,Standard Class,Everett,2018,5,12
CA-2018-104619,2018-01-24,2018-01-29,Standard Class,San Jose,2018,1,24
CA-2018-104640,2018-11-10,2018-11-16,Standard Class,New York City,2018,11,10
CA-2018-104647,2018-02-23,2018-03-01,Standard Class,Los Angeles,2018,2,23
CA-2018-104731,2018-07-21,2018-07-27,Standard Class,Salem,2018,7,21
CA-2018-104745,2018-05-29,2018-06-04,Standard Class,Harlingen,2018,5,29
CA-2018-104801,2018-02-13,2018-02-19,Standard Class,Seattle,2018,2,13
CA-2018-104822,2018-10-20,2018-10-20,Same Day,New York City,2018,10,20
CA-2018-104850,2018-06-13,2018-06-19,Standard Class,Seattle,2018,6,13
CA-2018-104864,2018-11-18,2018-11-23,Second Class,Miramar,2018,11,18
CA-2018-104885,2018-03-02,2018-03-08,Standard Class,Newark,2018,3,2
CA-2018-104906,2018-02-13,2018-02-17,Standard Class,New York City,2018,2,13
CA-2018-104913,2018-11-18,2018-11-22,Standard Class,Long Beach,2018,11,18
CA-2018-104927,2018-12-22,2018-12-26,Standard Class,Houston,2018,12,22
CA-2018-105053,2018-07-07,2018-07-09,Second Class,Long Beach,2018,7,7
CA-2018-105074,2018-06-24,2018-06-29,Standard Class,Akron,2018,6,24
CA-2018-105130,2018-11-21,2018-11-25,Standard Class,San Francisco,2018,11,21
CA-2018-105144,2018-11-04,2018-11-11,Standard Class,Grand Prairie,2018,11,4
CA-2018-105193,2018-03-25,2018-03-31,Standard Class,New York City,2018,3,25
CA-2018-105214,2018-06-16,2018-06-19,First Class,San Francisco,2018,6,16
CA-2018-105235,2018-12-05,2018-12-11,Standard Class,New York City,2018,12,5
CA-2018-105326,2018-08-20,2018-08-27,Standard Class,Los Angeles,2018,8,20
CA-2018-105333,2018-11-30,2018-12-04,Standard Class,New York City,2018,11,30
CA-2018-105410,2018-03-19,2018-03-22,First Class,San Francisco,2018,3,19
CA-2018-105445,2018-02-20,2018-02-25,Second Class,Louisville,2018,2,20
CA-2018-105480,2018-12-20,2018-12-26,Standard Class,Rochester,2018,12,20
CA-2018-105487,2018-10-08,2018-10-14,Standard Class,San Diego,2018,10,8
CA-2018-105543,2018-11-24,2018-11-24,Same Day,Garden City,2018,11,24
CA-2018-105620,2018-12-25,2018-12-28,First Class,Hialeah,2018,12,25
CA-2018-105669,2018-09-17,2018-09-22,Second Class,Houston,2018,9,17
CA-2018-105809,2018-02-20,2018-02-23,First Class,San Diego,2018,2,20
CA-2018-105823,2018-06-22,2018-06-26,Standard Class,Detroit,2018,6,22
CA-2018-105851,2018-03-13,2018-03-20,Standard Class,Denver,2018,3,13
CA-2018-105886,2018-12-18,2018-12-23,Standard Class,Oceanside,2018,12,18
CA-2018-105914,2018-10-02,2018-10-08,Standard Class,Los Angeles,2018,10,2
CA-2018-105921,2018-08-14,2018-08-21,Standard Class,Los Angeles,2018,8,14
CA-2018-105991,2018-05-05,2018-05-06,First Class,Louisville,2018,5,5
CA-2018-106033,2018-10-15,2018-10-18,Second Class,San Francisco,2018,10,15
CA-2018-106047,2018-07-12,2018-07-18,Standard Class,Fairfield,2018,7,12
CA-2018-106068,2018-10-23,2018-10-28,Standard Class,Austin,2018,10,23
CA-2018-106103,2018-06-10,2018-06-15,Standard Class,Rochester Hills,2018,6,10
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,San Francisco,2018,9,18
CA-2018-106355,2018-04-02,2018-04-05,First Class,Meriden,2018,4,2
CA-2018-106432,2018-10-19,2018-10-24,Standard Class,Waco,2018,10,19
CA-2018-106537,2018-08-12,2018-08-17,Standard Class,Orlando,2018,8,12
CA-2018-106691,2018-11-06,2018-11-12,Standard Class,Houston,2018,11,6
CA-2018-106747,2018-07-03,2018-07-04,First Class,Concord,2018,7,3
CA-2018-106782,2018-12-21,2018-12-27,Standard Class,Lafayette,2018,12,21
CA-2018-106824,2018-07-07,2018-07-11,Standard Class,Los Angeles,2018,7,7
CA-2018-106831,2018-06-01,2018-06-03,First Class,Dublin,2018,6,1
CA-2018-106852,2018-06-20,2018-06-27,Standard Class,Parma,2018,6,20
CA-2018-106859,2018-03-13,2018-03-18,Second Class,Albuquerque,2018,3,13
CA-2018-106943,2018-11-14,2018-11-19,Standard Class,New York City,2018,11,14
CA-2018-106964,2018-12-17,2018-12-20,First Class,Los Angeles,2018,12,17
CA-2018-107125,2018-11-27,2018-12-02,Standard Class,Los Angeles,2018,11,27
CA-2018-107132,2018-06-26,2018-06-30,Standard Class,New York City,2018,6,26
CA-2018-107167,2018-06-10,2018-06-14,Standard Class,Jacksonville,2018,6,10
CA-2018-107174,2018-11-06,2018-11-13,Standard Class,Seattle,2018,11,6
CA-2018-107244,2018-09-07,2018-09-11,Standard Class,Los Angeles,2018,9,7
CA-2018-107265,2018-04-06,2018-04-12,Standard Class,Marion,2018,4,6
CA-2018-107293,2018-09-05,2018-09-06,First Class,Seattle,2018,9,5
CA-2018-107314,2018-11-30,2018-12-03,First Class,San Francisco,2018,11,30
CA-2018-107321,2018-08-31,2018-09-04,Standard Class,San Francisco,2018,8,31
CA-2018-107342,2018-12-17,2018-12-22,Standard Class,Columbus,2018,12,17
CA-2018-107461,2018-12-21,2018-12-26,Second Class,Columbia,2018,12,21
CA-2018-107503,2018-01-01,2018-01-06,Standard Class,Lorain,2018,1,1
CA-2018-107517,2018-02-05,2018-02-09,Standard Class,Torrance,2018,2,5
CA-2018-107552,2018-05-05,2018-05-05,Same Day,New York City,2018,5,5
CA-2018-107629,2018-12-14,2018-12-14,Same Day,Skokie,2018,12,14
CA-2018-107713,2018-03-13,2018-03-17,Standard Class,Columbia,2018,3,13
CA-2018-107720,2018-11-06,2018-11-13,Standard Class,Westfield,2018,11,6
CA-2018-107727,2018-10-19,2018-10-23,Second Class,Houston,2018,10,19
CA-2018-107748,2018-12-10,2018-12-12,Second Class,Stockton,2018,12,10
CA-2018-107797,2018-05-08,2018-05-11,Second Class,Mansfield,2018,5,8
CA-2018-107825,2018-11-18,2018-11-18,Same Day,Milwaukee,2018,11,18
CA-2018-107832,2018-11-23,2018-11-26,Second Class,Philadelphia,2018,11,23
CA-2018-107853,2018-05-26,2018-05-31,Standard Class,Oceanside,2018,5,26
CA-2018-107874,2018-11-21,2018-11-25,Standard Class,New York City,2018,11,21
CA-2018-107909,2018-09-01,2018-09-06,Standard Class,Redmond,2018,9,1
CA-2018-107958,2018-07-02,2018-07-05,First Class,Houston,2018,7,2
CA-2018-107986,2018-12-13,2018-12-13,Same Day,Seattle,2018,12,13
CA-2018-108000,2018-01-12,2018-01-16,Standard Class,San Francisco,2018,1,12
CA-2018-108035,2018-11-29,2018-12-03,Standard Class,Chattanooga,2018,11,29
CA-2018-108070,2018-04-16,2018-04-20,Standard Class,San Jose,2018,4,16
CA-2018-108091,2018-11-16,2018-11-21,Standard Class,Escondido,2018,11,16
CA-2018-108112,2018-11-15,2018-11-20,Standard Class,Miramar,2018,11,15
CA-2018-108287,2018-12-18,2018-12-20,First Class,Charlotte,2018,12,18
CA-2018-108294,2018-12-10,2018-12-10,Same Day,Omaha,2018,12,10
CA-2018-108322,2018-04-30,2018-05-05,Standard Class,Pompano Beach,2018,4,30
CA-2018-108329,2018-12-09,2018-12-14,Standard Class,Whittier,2018,12,9
CA-2018-108441,2018-06-12,2018-06-18,Standard Class,New York City,2018,6,12
CA-2018-108539,2018-03-21,2018-03-23,Second Class,Los Angeles,2018,3,21
CA-2018-108553,2018-04-23,2018-04-29,Standard Class,New York City,2018,4,23
CA-2018-108560,2018-07-08,2018-07-15,Standard Class,Kent,2018,7,8
CA-2018-108574,2018-10-07,2018-10-11,Standard Class,Los Angeles,2018,10,7
CA-2018-108749,2018-09-12,2018-09-15,First Class,Woonsocket,2018,9,12
CA-2018-108756,2018-12-25,2018-12-29,Standard Class,East Orange,2018,12,25
CA-2018-108791,2018-07-27,2018-07-31,Standard Class,Yonkers,2018,7,27
CA-2018-108854,2018-12-08,2018-12-14,Standard Class,San Francisco,2018,12,8
CA-2018-108910,2018-09-24,2018-09-29,Standard Class,Newark,2018,9,24
CA-2018-108931,2018-09-14,2018-09-19,Standard Class,New York City,2018,9,14
CA-2018-109085,2018-02-17,2018-02-20,First Class,Troy,2018,2,17
CA-2018-109099,2018-10-06,2018-10-11,Standard Class,New York City,2018,10,6
CA-2018-109183,2018-12-04,2018-12-09,Standard Class,Nashville,2018,12,4
CA-2018-109211,2018-04-04,2018-04-10,Standard Class,New York City,2018,4,4
CA-2018-109393,2018-06-30,2018-07-02,Second Class,Los Angeles,2018,6,30
CA-2018-109589,2018-12-21,2018-12-24,First Class,Bowling Green,2018,12,21
CA-2018-109701,2018-12-02,2018-12-03,Same Day,Los Angeles,2018,12,2
CA-2018-109715,2018-12-09,2018-12-14,Standard Class,Chicago,2018,12,9
CA-2018-109750,2018-07-22,2018-07-28,Standard Class,New York City,2018,7,22
CA-2018-109757,2018-09-04,2018-09-09,Second Class,Akron,2018,9,4
CA-2018-109778,2018-07-16,2018-07-21,Standard Class,Woodstock,2018,7,16
CA-2018-109946,2018-04-16,2018-04-21,Standard Class,Chicago,2018,4,16
CA-2018-109960,2018-12-09,2018-12-11,Second Class,Detroit,2018,12,9
CA-2018-110198,2018-05-01,2018-05-02,First Class,Coral Springs,2018,5,1
CA-2018-110212,2018-05-01,2018-05-05,Standard Class,Texarkana,2018,5,1
CA-2018-110310,2018-10-27,2018-11-02,Standard Class,Tallahassee,2018,10,27
CA-2018-110373,2018-10-27,2018-10-30,Second Class,Chicago,2018,10,27
CA-2018-110380,2018-09-02,2018-09-07,Standard Class,San Francisco,2018,9,2
CA-2018-110429,2018-11-03,2018-11-08,Standard Class,Philadelphia,2018,11,3
CA-2018-110443,2018-11-21,2018-11-25,Standard Class,Renton,2018,11,21
CA-2018-110478,2018-03-04,2018-03-09,Standard Class,Los Angeles,2018,3,4
CA-2018-110625,2018-12-23,2018-12-30,Standard Class,Danbury,2018,12,23
CA-2018-110821,2018-08-07,2018-08-08,First Class,Dallas,2018,8,7
CA-2018-110842,2018-11-11,2018-11-16,Standard Class,Los Angeles,2018,11,11
CA-2018-110884,2018-03-07,2018-03-12,Standard Class,New York City,2018,3,7
CA-2018-110905,2018-09-10,2018-09-15,Second Class,Springfield,2018,9,10
CA-2018-110926,2018-11-19,2018-11-23,Standard Class,Alexandria,2018,11,19
CA-2018-110940,2018-07-23,2018-07-28,Standard Class,Wheeling,2018,7,23
CA-2018-111178,2018-06-15,2018-06-22,Standard Class,Quincy,2018,6,15
CA-2018-111220,2018-09-02,2018-09-08,Standard Class,Chicago,2018,9,2
CA-2018-111262,2018-10-28,2018-11-01,Second Class,Houston,2018,10,28
CA-2018-111269,2018-06-16,2018-06-18,Second Class,Dublin,2018,6,16
CA-2018-111332,2018-05-20,2018-05-22,Second Class,Fargo,2018,5,20
CA-2018-111374,2018-02-24,2018-02-28,Standard Class,Philadelphia,2018,2,24
CA-2018-111388,2018-09-02,2018-09-02,Same Day,Seattle,2018,9,2
CA-2018-111556,2018-11-20,2018-11-22,First Class,New York City,2018,11,20
CA-2018-111577,2018-10-16,2018-10-21,Standard Class,Scottsdale,2018,10,16
CA-2018-111591,2018-03-21,2018-03-25,Standard Class,Seattle,2018,3,21
CA-2018-111647,2018-07-03,2018-07-07,Standard Class,Plano,2018,7,3
CA-2018-111689,2018-11-30,2018-12-02,Second Class,New York City,2018,11,30
CA-2018-111717,2018-10-10,2018-10-16,Standard Class,Aurora,2018,10,10
CA-2018-111738,2018-01-03,2018-01-07,Standard Class,San Francisco,2018,1,3
CA-2018-111759,2018-07-08,2018-07-12,Standard Class,Seattle,2018,7,8
CA-2018-111808,2018-12-16,2018-12-20,Standard Class,Tulsa,2018,12,16
CA-2018-111815,2018-03-03,2018-03-10,Standard Class,Dearborn Heights,2018,3,3
